name,u,policy,warm,rtol,repeat,stop,value_stop,gradient_stop,value_converged,mu,value_error,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,nodes,evaluations,event_double_checks,event_dd_checks,event_dd_accepts,qf_family_constructions,event_qf_refinements,gq0,gq1,gq2,gq3,gq4,gr0,gr1,gr2,gr3,gr4
close-binary,0.0,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,8.1331861615733256,0.0074880942,1.667597,0.721110,0.944548,0.000100,0.003617,0.608133,0.004900,120,120,8,0,0,1,8,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,8.1331871350959748,0.00034427416,1.740233,0.755580,0.982668,0.000029,0.002606,0.624142,0.002122,168,168,8,0,0,1,8,ToleranceMet,ToleranceMet,FiniteUncertified,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,BudgetExceeded,ToleranceMet,ToleranceMet
close-binary,0.0,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,8.0874897495427014,0.0073473169,1.367533,0.463353,0.900203,0.000021,0.001799,0.619534,0.002054,120,120,8,1,1,1,7,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,8.0874907246957317,0.0003330452,1.387226,0.483871,0.901858,0.000019,0.001544,0.553134,0.001742,168,168,8,1,1,1,7,ToleranceMet,ToleranceMet,FiniteUncertified,ToleranceMet,ToleranceMet,ToleranceMet,ToleranceMet,BudgetExceeded,ToleranceMet,ToleranceMet
close-binary,0.5,None,0,1.0e-03,0,Converged,Converged,Converged,1,8.0833951022848609,0.0030327108,1.543246,0.640434,0.902203,0.000020,0.003108,0.575628,0.002990,120,120,8,0,0,1,8,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,0,1.0e-04,0,Converged,Converged,Converged,1,8.0833997168360217,0.00059138924,1.435104,0.598804,0.834881,0.000026,0.001534,0.539231,0.001704,136,136,8,0,0,1,8,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,1,1.0e-03,0,Converged,Converged,Converged,1,8.036982527855697,0.0030296107,1.263368,0.452809,0.808962,0.000019,0.001509,0.528324,0.001706,120,120,8,1,1,1,7,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,None,1,1.0e-04,0,Converged,Converged,Converged,1,8.0369871411537464,0.00059108031,1.265026,0.434480,0.829127,0.000018,0.001529,0.515545,0.001736,136,136,8,1,1,1,7,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.5,Strict,0,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0833951022848609,0.0030327108,1.531020,0.596318,0.934111,0.000018,0.001746,0.525638,0.002574,128,128,8,0,0,1,8,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,0,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0833997168360217,0.00059138924,1.555236,0.605515,0.948280,0.000018,0.001592,0.538351,0.001744,136,136,8,0,0,1,8,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,1,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.036982527855697,0.0030296107,1.763582,0.505003,1.009413,0.000102,0.003499,0.563414,0.005797,128,128,8,1,1,1,7,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
close-binary,0.5,Strict,1,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,8.0369871411537464,0.00059108031,1.419294,0.440114,0.977485,0.000019,0.001573,0.533357,0.001714,136,136,8,1,1,1,7,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
